datetime,year,month,day,time_hour,wind_spd_km_h,stn_press_k_pa,wind_dir_deg,avg_air_rh_1m,lat,lon,altitude,azimuth
2024-06-30T00:00:00Z,2024,06,30,00:00:00,28,101.16,10,79.03450000000001,69.57,-138.91,0.6615143514436724,0.8486949009218508
2024-06-30T01:00:00Z,2024,06,30,01:00:00,28,101.16,10,80.9185,69.57,-138.91,0.5852757502402721,1.130163705520527
2024-06-30T02:00:00Z,2024,06,30,02:00:00,7,101.22,340,81.5725,69.57,-138.91,0.498415500864765,1.3923383789798591
2024-06-30T03:00:00Z,2024,06,30,03:00:00,4,101.22,300,83.9925,69.57,-138.91,0.40736733371214,1.640207405269969
2024-06-30T04:00:00Z,2024,06,30,04:00:00,10,101.2,10,85.4795,69.57,-138.91,0.3178021172377655,1.879161958478307
2024-06-30T05:00:00Z,2024,06,30,05:00:00,13,101.17,360,87.61250000000001,69.57,-138.91,0.23474327430912523,2.113934897177322
2024-06-30T06:00:00Z,2024,06,30,06:00:00,0,101.18,NA,86.23949999999999,69.57,-138.91,0.16269194046005855,2.3481257725678
2024-06-30T07:00:00Z,2024,06,30,07:00:00,7,101.17,160,82.577,69.57,-138.91,0.10563046307789778,2.5839773290297403
2024-06-30T08:00:00Z,2024,06,30,08:00:00,10,101.18,210,78.15950000000001,69.57,-138.91,0.0668701134722793,2.8222987398830663
2024-06-30T09:00:00Z,2024,06,30,09:00:00,4,101.17,260,75.37299999999999,69.57,-138.91,0.04878183647367123,3.0625885757847087
2024-06-30T10:00:00Z,2024,06,30,10:00:00,4,101.16,200,72.0875,69.57,-138.91,0.05251332911074952,-2.9797465335446605
2024-06-30T11:00:00Z,2024,06,30,11:00:00,5,101.15,170,74.2115,69.57,-138.91,0.07782322819400188,-2.7399904011975975
2024-06-30T12:00:00Z,2024,06,30,12:00:00,6,101.14,10,69.6505,69.57,-138.91,0.12311728190335816,-2.5024904156555996
2024-06-30T13:00:00Z,2024,06,30,13:00:00,5,101.14,200,62.833999999999996,69.57,-138.91,0.18566745617768213,-2.2673305580823464
2024-06-30T14:00:00Z,2024,06,30,14:00:00,5,101.1,160,58.579499999999996,69.57,-138.91,0.2619045912951221,-2.0332136907556846
2024-06-30T15:00:00Z,2024,06,30,15:00:00,6,101.05,170,59.575,69.57,-138.91,0.347656255522013,-1.7974179991931936
2024-06-30T16:00:00Z,2024,06,30,16:00:00,4,101.03,340,57.396,69.57,-138.91,0.4382466037873296,-1.55592533884184
2024-06-30T17:00:00Z,2024,06,30,17:00:00,3,101.01,260,59.9565,69.57,-138.91,0.5284437327568882,-1.303710102487301
2024-06-30T18:00:00Z,2024,06,30,18:00:00,0,101.02,NA,52.203,69.57,-138.91,0.6123176149053892,-1.035368941616932
2024-06-30T19:00:00Z,2024,06,30,19:00:00,0,101.01,NA,48.9535,69.57,-138.91,0.6831865951829762,-0.7464918878529828
2024-06-30T20:00:00Z,2024,06,30,20:00:00,4,101.02,320,61.41,69.57,-138.91,0.7339977924356412,-0.4360990117512001
2024-06-30T21:00:00Z,2024,06,30,21:00:00,3,101.02,360,54.263000000000005,69.57,-138.91,0.7585379661407199,-0.10938459507334956
2024-06-30T22:00:00Z,2024,06,30,22:00:00,5,101,340,57.949,69.57,-138.91,0.7533544271875794,0.22195937812104027
2024-06-30T23:00:00Z,2024,06,30,23:00:00,6,100.99,280,64.774,69.57,-138.91,0.7191981857107781,0.5441071680114195
2024-07-01T00:00:00Z,2024,07,01,00:00:00,7,101.01,280,68.142,69.57,-138.91,0.6606858429672655,0.8473434220518873
2024-07-01T01:00:00Z,2024,07,01,01:00:00,4,101,330,75.6365,69.57,-138.91,0.5845097250359522,1.1288241982923626
2024-07-01T02:00:00Z,2024,07,01,02:00:00,0,101.03,NA,88.16550000000001,69.57,-138.91,0.4976813079371061,1.3910380955518986
2024-07-01T03:00:00Z,2024,07,01,03:00:00,7,101.04,340,93.4965,69.57,-138.91,0.40663472770768944,1.6389576811217053
2024-07-01T04:00:00Z,2024,07,01,04:00:00,30,101.03,350,94.949,69.57,-138.91,0.3170438807998472,1.8779670325775957
2024-07-01T05:00:00Z,2024,07,01,05:00:00,35,101.11,360,94.439,69.57,-138.91,0.23393642136168152,2.1127981172250587
2024-07-01T06:00:00Z,2024,07,01,06:00:00,29,101.16,350,90.509,69.57,-138.91,0.1618185380947308,2.3470530280370645
2024-07-01T07:00:00Z,2024,07,01,07:00:00,30,101.21,340,89.5415,69.57,-138.91,0.10467849619004288,2.58297815010987
2024-07-01T08:00:00Z,2024,07,01,08:00:00,24,101.26,350,89.78649999999999,69.57,-138.91,0.06583427466619582,2.8213853015137818
2024-07-01T09:00:00Z,2024,07,01,09:00:00,19,101.36,350,86.812,69.57,-138.91,0.04766377543998273,3.0617729440456936
2024-07-01T10:00:00Z,2024,07,01,10:00:00,19,101.35,10,79.93100000000001,69.57,-138.91,0.05132088166770345,-2.98045600071919
2024-07-01T11:00:00Z,2024,07,01,11:00:00,10,101.41,20,81.642,69.57,-138.91,0.07656853916058845,-2.7405920822459633
2024-07-01T12:00:00Z,2024,07,01,12:00:00,18,101.41,30,79.58600000000001,69.57,-138.91,0.12181430819338317,-2.502990758165393
2024-07-01T13:00:00Z,2024,07,01,13:00:00,13,101.4,50,70.3335,69.57,-138.91,0.1843296475802446,-2.2677436790176273
2024-07-01T14:00:00Z,2024,07,01,14:00:00,6,101.44,350,63.6965,69.57,-138.91,0.2605433913925988,-2.0335602350693995
2024-07-01T15:00:00Z,2024,07,01,15:00:00,9,101.42,250,64.4785,69.57,-138.91,0.3462806728153561,-1.7977245098045815
2024-07-01T16:00:00Z,2024,07,01,16:00:00,6,101.43,200,67.566,69.57,-138.91,0.43686382609930424,-1.556224944297404
2024-07-01T17:00:00Z,2024,07,01,17:00:00,3,101.4,270,66.87700000000001,69.57,-138.91,0.5270607215519976,-1.3040444782861076
2024-07-01T18:00:00Z,2024,07,01,18:00:00,6,101.41,280,62.316,69.57,-138.91,0.6109436452219175,-1.03579006709693
2024-07-01T19:00:00Z,2024,07,01,19:00:00,14,101.46,60,68.36,69.57,-138.91,0.6818363528795383,-0.7470595625356242
2024-07-01T20:00:00Z,2024,07,01,20:00:00,10,101.46,60,73.26650000000001,69.57,-138.91,0.7326933260777861,-0.4368677110733459
2024-07-01T21:00:00Z,2024,07,01,21:00:00,8,101.47,40,73.14500000000001,69.57,-138.91,0.7573060253823513,-0.11037819214836098
2024-07-01T22:00:00Z,2024,07,01,22:00:00,6,101.5,60,74.209,69.57,-138.91,0.7522171618450564,0.220768194111982
2024-07-01T23:00:00Z,2024,07,01,23:00:00,7,101.52,80,79.7825,69.57,-138.91,0.7181623322726439,0.5427873781009639
2024-07-02T00:00:00Z,2024,07,02,00:00:00,3,101.51,100,85.6365,69.57,-138.91,0.6597393413568661,0.8459712559436026
2024-07-02T01:00:00Z,2024,07,02,01:00:00,6,101.51,130,87.72200000000001,69.57,-138.91,0.5836270829499857,1.1274562579699634
2024-07-02T02:00:00Z,2024,07,02,02:00:00,8,101.52,150,95.1365,69.57,-138.91,0.4968314839898654,1.3897063593838117
2024-07-02T03:00:00Z,2024,07,02,03:00:00,7,101.52,130,93.939,69.57,-138.91,0.4057867959347883,1.6376770049910332
2024-07-02T04:00:00Z,2024,07,02,04:00:00,9,101.5,130,95.0235,69.57,-138.91,0.316169953078608,1.8767442673969412
2024-07-02T05:00:00Z,2024,07,02,05:00:00,10,101.5,140,95.1845,69.57,-138.91,0.23301304542231,2.111638690821935
2024-07-02T06:00:00Z,2024,07,02,06:00:00,12,101.48,170,95.22399999999999,69.57,-138.91,0.1608276372369276,2.3459646228294986
2024-07-02T07:00:00Z,2024,07,02,07:00:00,12,101.49,170,95.583,69.57,-138.91,0.1036082915423698,2.5819718680153576
2024-07-02T08:00:00Z,2024,07,02,08:00:00,12,101.47,180,95.1035,69.57,-138.91,0.06468006452674899,2.8204745768602217
2024-07-02T09:00:00Z,2024,07,02,09:00:00,15,101.46,170,93.075,69.57,-138.91,0.04642808898161385,3.0609706140518136
2024-07-02T10:00:00Z,2024,07,02,10:00:00,13,101.4,150,90.673,69.57,-138.91,0.05001252934016941,-2.9811414422117997
2024-07-02T11:00:00Z,2024,07,02,11:00:00,16,101.34,150,85.156,69.57,-138.91,0.07520051386752868,-2.741159524669541
2024-07-02T12:00:00Z,2024,07,02,12:00:00,19,101.25,140,85.642,69.57,-138.91,0.12040108927823508,-2.5034476587293644
2024-07-02T13:00:00Z,2024,07,02,13:00:00,21,101.2,140,76.69300000000001,69.57,-138.91,0.18288475840819557,-2.2681054310361426
2024-07-02T14:00:00Z,2024,07,02,14:00:00,22,101.14,140,71.1475,69.57,-138.91,0.25907786581804415,-2.0338488337422302
2024-07-02T15:00:00Z,2024,07,02,15:00:00,24,101.08,140,71.0095,69.57,-138.91,0.3448026595979821,-1.7979678652452258
2024-07-02T16:00:00Z,2024,07,02,16:00:00,13,101.02,150,69.5095,69.57,-138.91,0.43537927914705826,-1.556457697790521
2024-07-02T17:00:00Z,2024,07,02,17:00:00,11,100.91,150,72.7005,69.57,-138.91,0.5255751112889485,-1.304310295142266
2024-07-02T18:00:00Z,2024,07,02,18:00:00,15,100.8,160,76.138,69.57,-138.91,0.6094646927115541,-1.0361438976702668
2024-07-02T19:00:00Z,2024,07,02,19:00:00,13,100.7,140,77.81049999999999,69.57,-138.91,0.6803774569967196,-0.7475656366975538
2024-07-02T20:00:00Z,2024,07,02,20:00:00,26,100.58,140,77.4025,69.57,-138.91,0.7312759821572661,-0.43758627247035886
2024-07-02T21:00:00Z,2024,07,02,21:00:00,19,100.7,140,83.6445,69.57,-138.91,0.7559575524939628,-0.11133871266253469
2024-07-02T22:00:00Z,2024,07,02,22:00:00,13,100.75,350,88.4055,69.57,-138.91,0.7509612826744053,0.21959024163676277
2024-07-02T23:00:00Z,2024,07,02,23:00:00,19,100.73,10,93.226,69.57,-138.91,0.7170075958561926,0.541462571014496
2024-07-03T00:00:00Z,2024,07,03,00:00:00,3,100.66,270,95.128,69.57,-138.91,0.6586749040263216,0.8445806265037366
2024-07-03T01:00:00Z,2024,07,03,01:00:00,4,100.64,260,95.8255,69.57,-138.91,0.5826277828942044,1.126061960863974
2024-07-03T02:00:00Z,2024,07,03,02:00:00,0,100.63,NA,96.2615,69.57,-138.91,0.4958659444402258,1.3883450881924393
2024-07-03T03:00:00Z,2024,07,03,03:00:00,0,100.61,NA,97.321,69.57,-138.91,0.4048234571340326,1.6363671547548349
2024-07-03T04:00:00Z,2024,07,03,04:00:00,0,100.59,NA,97.749,69.57,-138.91,0.315180293572372,1.8754953281687237
2024-07-03T05:00:00Z,2024,07,03,05:00:00,3,100.54,320,98.7625,69.57,-138.91,0.23197317600721945,2.1104581959728215
2024-07-03T06:00:00Z,2024,07,03,06:00:00,13,100.58,340,98.207,69.57,-138.91,0.15971935998263398,2.344862067354095
2024-07-03T07:00:00Z,2024,07,03,07:00:00,10,100.52,10,98.5395,69.57,-138.91,0.10242008048428716,2.5809599384378874
2024-07-03T08:00:00Z,2024,07,03,08:00:00,21,100.5,340,96.3165,69.57,-138.91,0.06340783459755345,2.8195679730695455
2024-07-03T09:00:00Z,2024,07,03,09:00:00,13,100.5,260,97.223,69.57,-138.91,0.04507525370858757,3.0601829443916317
2024-07-03T10:00:00Z,2024,07,03,10:00:00,21,100.5,320,91.059,69.57,-138.91,0.04858887209162575,-2.9818015525467176
2024-07-03T11:00:00Z,2024,07,03,11:00:00,23,100.52,350,91.26400000000001,69.57,-138.91,0.0737198671804186,-2.7416914826781373
2024-07-03T12:00:00Z,2024,07,03,12:00:00,17,100.53,360,90.2145,69.57,-138.91,0.11887844042877256,-2.503859935779639
2024-07-03T13:00:00Z,2024,07,03,13:00:00,5,100.56,340,88.543,69.57,-138.91,0.181333685351214,-2.2684146958193936
2024-07-03T14:00:00Z,2024,07,03,14:00:00,10,100.57,340,89.376,69.57,-138.91,0.25750897121258665,-2.034078422416789
2024-07-03T15:00:00Z,2024,07,03,15:00:00,3,100.58,230,90.1635,69.57,-138.91,0.3432232101523529,-1.798147035753523
2024-07-03T16:00:00Z,2024,07,03,16:00:00,8,100.64,340,89.182,69.57,-138.91,0.4337939725001465,-1.5566225724390004
2024-07-03T17:00:00Z,2024,07,03,17:00:00,13,100.61,360,89.3355,69.57,-138.91,0.5239879038368366,-1.304506481553743
2024-07-03T18:00:00Z,2024,07,03,18:00:00,0,100.64,NA,88.886,69.57,-138.91,0.6078817256820072,-1.036429249880894
2024-07-03T19:00:00Z,2024,07,03,19:00:00,3,100.63,340,94.963,69.57,-138.91,0.6788108098143157,-0.7480087290165275
2024-07-03T20:00:00Z,2024,07,03,20:00:00,14,100.59,210,93.7365,69.57,-138.91,0.7297465548467662,-0.43825303411035793
2024-07-03T21:00:00Z,2024,07,03,21:00:00,3,100.55,80,91.07050000000001,69.57,-138.91,0.7544931865794634,-0.11226418711974216
2024-07-03T22:00:00Z,2024,07,03,22:00:00,5,100.49,210,88.73599999999999,69.57,-138.91,0.7495872399620938,0.21842772152662407
2024-07-03T23:00:00Z,2024,07,03,23:00:00,12,100.5,230,92.918,69.57,-138.91,0.7157342379848747,0.5401350262649104
2024-07-04T00:00:00Z,2024,07,04,00:00:00,30,100.51,320,94.129,69.57,-138.91,0.6574926393430466,0.8431737499886348
2024-07-04T01:00:00Z,2024,07,04,01:00:00,50,100.59,340,95.525,69.57,-138.91,0.5815118341348418,1.1246433836499667
2024-07-04T02:00:00Z,2024,07,04,02:00:00,54,100.63,340,97.6325,69.57,-138.91,0.4947846542618642,1.386956202537117
2024-07-04T03:00:00Z,2024,07,04,03:00:00,44,100.71,340,93.697,69.57,-138.91,0.4037446789574676,1.6350299100704715
2024-07-04T04:00:00Z,2024,07,04,04:00:00,37,100.77,340,92.35,69.57,-138.91,0.31407491011969924,1.874221879048324
2024-07-04T05:00:00Z,2024,07,04,05:00:00,31,100.83,340,92.67150000000001,69.57,-138.91,0.2308168903798387,2.1092582057754856
2024-07-04T06:00:00Z,2024,07,04,06:00:00,32,100.86,340,92.3755,69.57,-138.91,0.1584938753497507,2.3437468630368565
2024-07-04T07:00:00Z,2024,07,04,07:00:00,23,100.85,340,92.087,69.57,-138.91,0.1011141401607641,2.579943803987932
2024-07-04T08:00:00Z,2024,07,04,08:00:00,22,100.85,340,92.8245,69.57,-138.91,0.06201798074714607,2.8186668802295194
2024-07-04T09:00:00Z,2024,07,04,09:00:00,22,100.83,340,91.994,69.57,-138.91,0.04360578874940096,3.05941127270085
2024-07-04T10:00:00Z,2024,07,04,10:00:00,24,100.78,350,92.75200000000001,69.57,-138.91,0.04705055028304929,-2.9824350513273177
2024-07-04T11:00:00Z,2024,07,04,11:00:00,23,100.73,360,94.099,69.57,-138.91,0.07212735194804815,-2.7421867399620687
2024-07-04T12:00:00Z,2024,07,04,12:00:00,18,100.71,360,91.5175,69.57,-138.91,0.11724721220696616,-2.5042264422578713
2024-07-04T13:00:00Z,2024,07,04,13:00:00,15,100.71,350,90.49549999999999,69.57,-138.91,0.1796773575442997,-2.2686703951211387
2024-07-04T14:00:00Z,2024,07,04,14:00:00,29,100.66,360,89.9665,69.57,-138.91,0.2558376938226664,-2.034247983072203
2024-07-04T15:00:00Z,2024,07,04,15:00:00,29,100.66,360,89.01249999999999,69.57,-138.91,0.341543345911069,-1.7982610447025082
2024-07-04T16:00:00Z,2024,07,04,16:00:00,23,100.65,360,87.3565,69.57,-138.91,0.4321089411603159,-1.556718602033213
2024-07-04T17:00:00Z,2024,07,04,17:00:00,20,100.62,360,82.093,69.57,-138.91,0.5223001260608379,-1.304632034677159
2024-07-04T18:00:00Z,2024,07,04,18:00:00,23,100.54,20,87.90799999999999,69.57,-138.91,0.606195738851573,-1.0366450164344332
2024-07-04T19:00:00Z,2024,07,04,19:00:00,3,100.58,360,92.2525,69.57,-138.91,0.677137343679413,-0.7483875391302293
2024-07-04T20:00:00Z,2024,07,04,20:00:00,13,100.54,290,92.5,69.57,-138.91,0.728105874083138,-0.43886641346563554
2024-07-04T21:00:00Z,2024,07,04,21:00:00,10,100.5,350,92.1275,69.57,-138.91,0.7529136089685243,-0.11315271415183462
2024-07-04T22:00:00Z,2024,07,04,22:00:00,10,100.48,360,94.9675,69.57,-138.91,0.7480955314966373,0.21728278592761857
2024-07-04T23:00:00Z,2024,07,04,23:00:00,15,100.47,360,96.37299999999999,69.57,-138.91,0.7143425705361474,0.5388069953543431
2024-07-05T00:00:00Z,2024,07,05,00:00:00,17,100.47,360,97.57849999999999,69.57,-138.91,0.656192706703872,0.8417528303496037
2024-07-05T01:00:00Z,2024,07,05,01:00:00,21,100.44,10,97.2235,69.57,-138.91,0.5802792965332031,1.1232025993231185
2024-07-05T02:00:00Z,2024,07,05,02:00:00,17,100.45,10,97.495,69.57,-138.91,0.49358762828848296,1.3855416222967865
2024-07-05T03:00:00Z,2024,07,05,03:00:00,16,100.48,10,97.438,69.57,-138.91,0.4025504782372278,1.6336670493133318
2024-07-05T04:00:00Z,2024,07,05,04:00:00,12,100.5,20,97.20349999999999,69.57,-138.91,0.3128538591065076,1.8729255803317624
2024-07-05T05:00:00Z,2024,07,05,05:00:00,15,100.52,360,96.46100000000001,69.57,-138.91,0.22954431360080652,2.108040286005469
2024-07-05T06:00:00Z,2024,07,05,06:00:00,13,100.53,360,96.30250000000001,69.57,-138.91,0.1571513992008694,2.3426205000663054
2024-07-05T07:00:00Z,2024,07,05,07:00:00,16,100.55,10,95.6825,69.57,-138.91,0.09969079326584974,2.578924892172211
2024-07-05T08:00:00Z,2024,07,05,08:00:00,25,100.58,360,95.587,69.57,-138.91,0.060510942762782,2.817772669503257
2024-07-05T09:00:00Z,2024,07,05,09:00:00,22,100.64,360,95.53,69.57,-138.91,0.0420202551860711,3.0586569139253164
2024-07-05T10:00:00Z,2024,07,05,10:00:00,20,100.7,360,94.2465,69.57,-138.91,0.04539824395354079,-2.9830406848289224
2024-07-05T11:00:00Z,2024,07,05,11:00:00,26,100.73,10,91.644,69.57,-138.91,0.07042375812967698,-2.7426441112125555
2024-07-05T12:00:00Z,2024,07,05,12:00:00,30,100.77,10,92.363,69.57,-138.91,0.11550828946830063,-2.5045460669567428
2024-07-05T13:00:00Z,2024,07,05,13:00:00,23,100.82,360,88.97550000000001,69.57,-138.91,0.17791673543294195,-2.2688714920508324
2024-07-05T14:00:00Z,2024,07,05,14:00:00,21,100.88,20,77.77,69.57,-138.91,0.2540650482957297,-2.034356545090355
2024-07-05T15:00:00Z,2024,07,05,15:00:00,17,100.89,10,70.4965,69.57,-138.91,0.3397641141100246,-1.7983089697249153
2024-07-05T16:00:00Z,2024,07,05,16:00:00,10,100.94,60,65.249,69.57,-138.91,0.43032524415477513,-1.556744882081176
2024-07-05T17:00:00Z,2024,07,05,17:00:00,15,100.92,80,61.6365,69.57,-138.91,0.5205128283608431,-1.3046860214155218
2024-07-05T18:00:00Z,2024,07,05,18:00:00,13,100.94,160,58.3165,69.57,-138.91,0.6044077518634736,-1.0367901674736906
2024-07-05T19:00:00Z,2024,07,05,19:00:00,13,100.91,160,70.0015,69.57,-138.91,0.6753580195199724,-0.7487008494682958
2024-07-05T20:00:00Z,2024,07,05,20:00:00,8,100.88,150,74.83099999999999,69.57,-138.91,0.7263548041997081,-0.43942490991178534
2024-07-05T21:00:00Z,2024,07,05,21:00:00,13,100.84,150,83.767,69.57,-138.91,0.7512195420956836,-0.11400246407627342
2024-07-05T22:00:00Z,2024,07,05,22:00:00,16,100.82,150,89.7245,69.57,-138.91,0.7464867018213887,0.21615753377559352
2024-07-05T23:00:00Z,2024,07,05,23:00:00,17,100.78,150,92.0955,69.57,-138.91,0.7128329553894165,0.5374806970565931
2024-07-06T00:00:00Z,2024,07,06,00:00:00,17,100.71,160,94.7995,69.57,-138.91,0.6547753165237443,0.8403200546616122
2024-07-06T01:00:00Z,2024,07,06,01:00:00,17,100.68,140,95.73599999999999,69.57,-138.91,0.5789302807095693,1.121741673176064
2024-07-06T02:00:00Z,2024,07,06,02:00:00,21,100.65,140,97.064,69.57,-138.91,0.49227493147650303,1.3841032630711076
2024-07-06T03:00:00Z,2024,07,06,03:00:00,23,100.62,140,97.537,69.57,-138.91,0.4012409211865135,1.6322803465278928
2024-07-06T04:00:00Z,2024,07,06,04:00:00,26,100.6,140,97.0915,69.57,-138.91,0.311517245571792,1.8716080857952904
2024-07-06T05:00:00Z,2024,07,06,05:00:00,21,100.58,150,96.7755,69.57,-138.91,0.2281556185221484,2.10680599271705
2024-07-06T06:00:00Z,2024,07,06,06:00:00,25,100.53,150,96.77199999999999,69.57,-138.91,0.15569219407423243,2.3414844553051397
2024-07-06T07:00:00Z,2024,07,06,07:00:00,24,100.51,150,96.9305,69.57,-138.91,0.09815040774025743,2.5779046134396335
2024-07-06T08:00:00Z,2024,07,06,08:00:00,18,100.46,160,97.68100000000001,69.57,-138.91,0.0588872038939169,2.816886691352694
2024-07-06T09:00:00Z,2024,07,06,09:00:00,15,100.43,160,97.119,69.57,-138.91,0.04031925544912839,3.0579211586394917
2024-07-06T10:00:00Z,2024,07,06,10:00:00,13,100.39,160,97.0085,69.57,-138.91,0.04363267207106396,-2.9836172274484207
2024-07-06T11:00:00Z,2024,07,06,11:00:00,20,100.34,150,94.9025,69.57,-138.91,0.0686099118974094,-2.743062443545065
2024-07-06T12:00:00Z,2024,07,06,12:00:00,22,100.32,150,92.68350000000001,69.57,-138.91,0.1136625903264282,-2.5048177358477113
2024-07-06T13:00:00Z,2024,07,06,13:00:00,23,100.22,150,91.6115,69.57,-138.91,0.17605280962030928,-2.2690169922735453
2024-07-06T14:00:00Z,2024,07,06,14:00:00,23,100.13,150,95.471,69.57,-138.91,0.2521920764029839,-2.0344031864015797
2024-07-06T15:00:00Z,2024,07,06,15:00:00,26,100.03,150,93.58250000000001,69.57,-138.91,0.337886586475908,-1.798289943619515
2024-07-06T16:00:00Z,2024,07,06,16:00:00,37,99.87,140,91.929,69.57,-138.91,0.4284439631399504,-1.5567005706921897
2024-07-06T17:00:00Z,2024,07,06,17:00:00,31,99.74,150,93.5795,69.57,-138.91,0.5186270832237146,-1.304667579315024
2024-07-06T18:00:00Z,2024,07,06,18:00:00,10,99.62,130,94.86699999999999,69.57,-138.91,0.6025188077816389,-1.0368637517333523
2024-07-06T19:00:00Z,2024,07,06,19:00:00,7,99.54,340,96.24000000000001,69.57,-138.91,0.6734738253955692,-0.7489475266466302
2024-07-06T20:00:00Z,2024,07,06,20:00:00,3,99.47,200,95.26150000000001,69.57,-138.91,0.7244942425333161,-0.4399271070936456
2024-07-06T21:00:00Z,2024,07,06,21:00:00,34,99.63,320,85.5355,69.57,-138.91,0.7494117483324346,-0.11481168228078364
2024-07-06T22:00:00Z,2024,07,06,22:00:00,79,99.79,330,86.9375,69.57,-138.91,0.744761341419924,0.21505400650512127
2024-07-06T23:00:00Z,2024,07,06,23:00:00,82,100.06,320,92.816,69.57,-138.91,0.7112058040056711,0.5361583127715676
2024-07-07T00:00:00Z,2024,07,07,00:00:00,71,100.23,330,96.3165,69.57,-138.91,0.6532407301262804,0.838877588703148
2024-07-07T01:00:00Z,2024,07,07,01:00:00,69,100.38,330,97.7045,69.57,-138.91,0.5774649481436771,1.120262658771083
2024-07-07T02:00:00Z,2024,07,07,02:00:00,64,100.53,330,99.4445,69.57,-138.91,0.49084667902887014,1.382643032794841
2024-07-07T03:00:00Z,2024,07,07,03:00:00,60,100.66,330,99.8885,69.57,-138.91,0.39981612356004576,1.630871568329186
2024-07-07T04:00:00Z,2024,07,07,04:00:00,50,100.81,340,99.747,69.57,-138.91,0.3100652232623186,1.870271040028452
2024-07-07T05:00:00Z,2024,07,07,05:00:00,46,100.9,330,98.7265,69.57,-138.91,0.22665102573859008,2.105556869829252
2024-07-07T06:00:00Z,2024,07,07,06:00:00,43,101,330,97.532,69.57,-138.91,0.15411656899607082,2.3403401901138636
2024-07-07T07:00:00Z,2024,07,07,07:00:00,65,100.92,330,95.9505,69.57,-138.91,0.09649339643156656,2.5768843592162107
2024-07-07T08:00:00Z,2024,07,07,08:00:00,55,100.99,330,93.2165,69.57,-138.91,0.05714729035643793,2.8160102737764396
2024-07-07T09:00:00Z,2024,07,07,09:00:00,58,101.02,330,91.23750000000001,69.57,-138.91,0.03850343267223551,3.0572052714858415
2024-07-07T10:00:00Z,2024,07,07,10:00:00,51,101.11,330,86.52850000000001,69.57,-138.91,0.04175459174228738,-2.984163483227428
2024-07-07T11:00:00Z,2024,07,07,11:00:00,53,101.12,330,82.364,69.57,-138.91,0.06668667472422009,-2.743440617768374
2024-07-07T12:00:00Z,2024,07,07,12:00:00,50,101.13,330,78.7715,69.57,-138.91,0.1117110651027872,-2.505040413306332
2024-07-07T13:00:00Z,2024,07,07,13:00:00,45,101.14,340,74.5515,69.57,-138.91,0.17408659971525375,-2.26910594507144
2024-07-07T14:00:00Z,2024,07,07,14:00:00,41,101.21,330,72.3955,69.57,-138.91,0.2502198457837122,-2.03438703444707
2024-07-07T15:00:00Z,2024,07,07,15:00:00,34,101.26,330,70.321,69.57,-138.91,0.3359118578653918,-1.7982031552689344
2024-07-07T16:00:00Z,2024,07,07,16:00:00,32,101.3,340,67.3065,69.57,-138.91,0.42646620097684784,-1.5565848894146337
2024-07-07T17:00:00Z,2024,07,07,17:00:00,36,101.31,330,62.277,69.57,-138.91,0.5166439837669556,-1.3045759173502087
2024-07-07T18:00:00Z,2024,07,07,18:00:00,23,101.36,310,69.50450000000001,69.57,-138.91,0.6005299716406787,-1.0368648973348995
2024-07-07T19:00:00Z,2024,07,07,19:00:00,26,101.34,330,65.46600000000001,69.57,-138.91,0.6714857750078101,-0.7491265228222411
2024-07-07T20:00:00Z,2024,07,07,20:00:00,29,101.33,330,64.243,69.57,-138.91,0.7225251180377705,-0.44037167484104206
2024-07-07T21:00:00Z,2024,07,07,21:00:00,24,101.39,330,65.36250000000001,69.57,-138.91,0.7474910287808163,-0.11557869231398038
2024-07-07T22:00:00Z,2024,07,07,22:00:00,21,101.4,330,66.40950000000001,69.57,-138.91,0.7429200858320674,0.21397418410917524
2024-07-07T23:00:00Z,2024,07,07,23:00:00,16,101.4,340,68.471,69.57,-138.91,0.7094615769356092,0.5348419820065595
2024-07-08T00:00:00Z,2024,07,08,00:00:00,16,101.4,320,75.404,69.57,-138.91,0.6515892595615936,0.8374275726008006
2024-07-08T01:00:00Z,2024,07,08,01:00:00,20,101.4,330,80.424,69.57,-138.91,0.5758835111929436,1.1187675939834822
2024-07-08T02:00:00Z,2024,07,08,02:00:00,12,101.4,330,83.78649999999999,69.57,-138.91,0.4893030364965132,1.381162828247086
2024-07-08T03:00:00Z,2024,07,08,03:00:00,6,101.39,10,89.596,69.57,-138.91,0.3982762506947475,1.6294424709755533
2024-07-08T04:00:00Z,2024,07,08,04:00:00,6,101.35,320,88.2705,69.57,-138.91,0.30849799462385713,1.868916075803323
2024-07-08T05:00:00Z,2024,07,08,05:00:00,16,101.3,340,81.1285,69.57,-138.91,0.22503080345024373,2.104294446842266
2024-07-08T06:00:00Z,2024,07,08,06:00:00,18,101.29,330,67.31450000000001,69.57,-138.91,0.15242487922921327,2.339189148257107
2024-07-08T07:00:00Z,2024,07,08,07:00:00,21,101.29,350,68.092,69.57,-138.91,0.09472021668786956,2.5758655000808504
2024-07-08T08:00:00Z,2024,07,08,08:00:00,17,101.28,340,68.912,69.57,-138.91,0.05529177079482964,2.8151447206011913
2024-07-08T09:00:00Z,2024,07,08,09:00:00,18,101.28,330,64.346,69.57,-138.91,0.03657347001188905,3.056510489626438
2024-07-08T10:00:00Z,2024,07,08,10:00:00,16,101.28,350,60.957,69.57,-138.91,0.03976479739429881,-2.984678287270243
