"term","estimate","est_error","lower_95","upper_95","rhat","Bulk_ESS","Tail_ESS"
"Intercept",1.19691116990976,0.323212576843004,0.58525312267154,1.87568955719176,1.00036582364839,8914.04848181207,7848.3645959309
"summer_GDD0_scaled",-0.6594940647342,0.379114650065834,-1.40807027134054,0.0772995791592385,1.00083979553695,8472.66188336423,7423.0067899651
