"term","estimate","est_error","lower_95","upper_95","rhat","Bulk_ESS","Tail_ESS"
"Intercept",4.81058459276102,1.19714319661231,2.48134315040024,7.22614255621328,1.00066007707063,9538.22212326791,7505.50326261568
"peak_flowering_numeric",1.14010388975613,0.165417701450901,0.803346105912603,1.4587336226077,1.00051333065164,9116.77861324706,6714.98312260064
"summer_GDD0_100_c",-0.0276814009268883,0.99781557350355,-1.98389318514429,1.90351845218804,1.00037092190879,10365.017501167,8299.62844504507
"peak_flowering_numeric:summer_GDD0_100_c",0.0256807827550875,2.9811056280517,-5.77880739035501,5.9102625089958,1.00018257824981,10240.6489816935,7711.09808532412
