"term","estimate","est_error","lower_95","upper_95","rhat","Bulk_ESS","Tail_ESS"
"Intercept",16.3730615099998,36.5344694397475,-56.9923326216651,90.0446170903744,1.00111420797179,3339.18194643826,2412.27181609079
"summer_GDD0",-0.0283485709241718,0.0566723477471462,-0.143464262864295,0.0854425349833308,1.00121520388501,3339.08252352413,2470.41251763823
