"term","estimate","est_error","lower_95","upper_95","rhat","Bulk_ESS","Tail_ESS"
"Intercept",2957.47169796119,2661.75558184434,-2325.11411035609,8394.65451583225,1.00070940490145,3099.70362776427,2535.44840636141
"summer_GDD0",-5.1882040819771,4.12511369568822,-13.470670861292,3.02938794384946,1.00063087304793,3152.39436517689,2677.73027510214
