"term","estimate","est_error","lower_95","upper_95","rhat","Bulk_ESS","Tail_ESS"
"Intercept",1637.30615099998,3653.44694397475,-5699.23326216651,9004.46170903744,1.00111420797179,3339.18194643826,2412.27181609079
"summer_GDD0",-2.83485709241718,5.66723477471462,-14.3464262864295,8.54425349833308,1.00121520388501,3339.08252352413,2470.41251763823
